Empresa;Empresa|Sku;Produto;Descrição;Status Compras;Categoria;Marca;Comprador;Pareto;Meta;Full;St.Oportunidades;Vlr. Custo ($);Vlr. Venda ($);Vlr Ticket ($);Acum Meta (Q);Acum Realizado (Q);Acum Meta ($);Acum Realizado (C$);Acum Realizado ($);CMV Total ($);Lucro Bruto ($);Impostos ($);Impostos (%);Margem  (%);Meta Atual (Q);Meta Atual (C$);Meta Atual ($);Meta - Realizado (Q);Meta %;Meta St.;Meta Ating St. ; Necess. (Q) Atual.;Necess. (C$) Atual.;Necess. ($) Atual.;Reprojeção (Q);Reprojeção (C$);Reprojeção ($);Necess. (Q) Atual Rep;Necess. (C$) Atual Rep;Necess. ($) Atual Rep;Reprojeção x Meta (Q); Desvio Abaixo ($); Desvio Acima ($);Reprojeção - Realizado (Q);Nivel Estoque Rep %;Nivel Estoque Rep % St.  ;Estoque L1 (Q);Estoque L1 (C$);Estoque L1 ($);Estoque Bling (Q);Estoque Blin Ajust. (Q);Estoque Bling (C$);Estoque Bling ($);Estoque Full (Q);Estoque Full (C$);Estoque Full ($);Estoque Total (Q);Estoque Mínimo (Q);Est. Total x Est. Mínimo (Q);Estoque Total (C$);Estoque Total ($);Estoque Meta (Q);Estoque Meta (C$);Estoque Meta ($);Nivel Estoque %;Nivel Estoque St.;Nivel Estoque St. %;Reprojeção x Estoque (Q);Reprojeção x Estoque (C$);Reprojeção x Estoque ($);Reprojeção x Estoque Nec. (Q);Reprojeção x Estoque Nec. (C$);Reprojeção x Estoque Nec. ($);Pedidos Pendentes (Q);Pedidos Pendentes (C$);Pedidos Pendentes ($);999 Estoque (Q);999 Ped. Pendente (Q);999 Estoque + Ped Pendente (Q);999 Demanda Lojas 30d (Q);999 Disponível (Q);999 Disponível (C$);999 Disponível ($);Estoque Total + Ped. Pendente (Q);Estoque Total + Ped. Pendente (C$);Estoque Total + Ped. Pendente ($);Estoque Futuro 1 (Q);Estoque Futuro 1  (C$);Estoque Futuro 1  ($);Estoque Meta Seg (Q);Estoque Meta Seg (C$);Estoque Meta Seg ($);Meta Seguinte (Q) ;Meta Seguinte (C$) ;Meta Seguinte ($) ;Meta Seg. Nec (Q);Meta Seg. Nec (C$);Meta Seg. Nec ($);Estoque Futuro 2 (Q);Estoque Futuro 2 (C$);Estoque Futuro 2 ($);Leadtime Médio (Dias);Ped. Pendente [Dig] (Q);Ped. Pendente [Dig] ($);Data Pedido [Dig];Previsão Entrega [Dig];Ped. Pendente [999] (Q);Ped. Pendente [999] (C$);Data Pedido [999];Previsão Entrega [999];Faturado XML Central (Q);Sku + Descrição;Calc. Venda diária;Calc. Dias Estoque;Calc. Estoque Atual.;Calc. St Dias Estoque;Calc. Status Meta x Status Estoque;Calc. Validar Saúde;Calc. Formatado;Calc. Estoque T.  Produto;Calc. Total meta;Calc. Valid;Calc. Validar;Prop % 1_15;Compras >15; Est1 ; Valid Nec ;Calc; Valid2 ;Fut s/full;Exportar;Peso Liq Unit;Ação Shopee
1 ;1|21536;21536;D - RAÇÃO MEGAZOO EXTRUSADA CALOPSITAS E PERIQUITOS PM13 350G;INATIVO;ALIMENTAÇÃO;MEGAZOO;Yasmin;Não;Não;Não;OK;20,41 ;30,99 ;23,24 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0,00%;0,0%;0 ;0 ;0 ;0 ;0%;Sem meta;0% a 10%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;99900%;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0;0;0;99900%;Estoque Zerado;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;13;0;0;;;0;0;;;0 ;21536 - D - RAÇÃO MEGAZOO EXTRUSADA CALOPSITAS E PERIQUITOS PM13 350G;                                                   0,01 ;                                                              -   ;                                                                  -   ;Zerado;Sem meta|Estoque Zerado;OK;Compras;0 ;0 ;0;2;50,00%;                                               -   ;                            -   ;                                         -   ;2;                                 -   ;                                    -   ; Não ;                                               0 ;                                               -   
1 ;1|12374;12374;D - DRONTAL PLUS CÃES 35KG CARNE 2 COMPRIMIDOS;INATIVO;FARMÁCIA;ELANCO;Gelder;Não;Não;Não;OK;61,11 ;114,91 ;86,18 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0,00%;0,0%;0 ;0 ;0 ;0 ;0%;Sem meta;0% a 10%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;99900%;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0;0;0;99900%;Estoque Zerado;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;6;0;0;;;0;0;;;0 ;12374 - D - DRONTAL PLUS CÃES 35KG CARNE 2 COMPRIMIDOS;                                                   0,01 ;                                                              -   ;                                                                  -   ;Zerado;Sem meta|Estoque Zerado;OK;Compras;0 ;0 ;0;2;50,00%;                                               -   ;                            -   ;                                         -   ;2;                                 -   ;                                    -   ; Não ;                                              -   ;                                               -   
1 ;1|28924;28924;S - RAÇÃO GOLDEN FÓRMULA CÃES ADULTOS FRANGO E ARROZ MINI BITS LEVE 15KG PAGUE 14KG;SUSPENSO;ALIMENTAÇÃO;GOLDEN;Gelder;Não;Não;Não;OK;91,62 ;157,90 ;118,43 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0,00%;0,0%;0 ;0 ;0 ;0 ;0%;Sem meta;0% a 10%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;99900%;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0;0;0;99900%;Estoque Zerado;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;7 ;0 ;7;38;0;0;0;0;0;0;0;0;0;0;0;0;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;7;0;0;;;0;0;;;0 ;28924 - S - RAÇÃO GOLDEN FÓRMULA CÃES ADULTOS FRANGO E ARROZ MINI BITS LEVE 15KG PAGUE 14KG;                                                   0,01 ;                                                              -   ;                                                                  -   ;Zerado;Sem meta|Estoque Zerado;OK;Compras;0 ;0 ;0;2;50,00%;                                               -   ;                            -   ;                                         -   ;2;                                 -   ;                                    -   ; Não ;                                           14 ;                                               -   
1 ;1|14206;14206;RAÇÃO HILLS PRESCRIPTION DIET Z/D CANINO ALERGIAS ALIMENTARES PEDAÇOS PEQUENOS 3,17KG;ATIVO;ALIMENTAÇÃO;HILLS;Gelder;Não;Não;Não;OK;251,20 ;409,99 ;307,49 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0,00%;0,0%;0 ;0 ;0 ;0 ;0%;Sem meta;0% a 10%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;99900%;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0;0;0;99900%;Estoque Zerado;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;3;0;0;;;0;0;;;0 ;14206 - RAÇÃO HILLS PRESCRIPTION DIET Z/D CANINO ALERGIAS ALIMENTARES PEDAÇOS PEQUENOS 3,17KG;                                                   0,01 ;                                                              -   ;                                                                  -   ;Zerado;Sem meta|Estoque Zerado;OK;Compras;0 ;0 ;0;2;50,00%;                                               -   ;                            -   ;                                         -   ;2;                                 -   ;                                    -   ; Não ;                                               3 ;                                               -   
1 ;1|23578;23578;D - RAÇÃO ROYAL CANIN CANINE ADULTOS GIANT 15KG;INATIVO;ALIMENTAÇÃO;ROYAL CANIN;Yasmin;Não;Não;Não;OK;236,79 ;0,00 ;0,00 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0,00%;0,0%;0 ;0 ;0 ;0 ;0%;Sem meta;0% a 10%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;99900%;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0;0;0;99900%;Estoque Zerado;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;4;0;0;;;0;0;;;0 ;23578 - D - RAÇÃO ROYAL CANIN CANINE ADULTOS GIANT 15KG;                                                   0,01 ;                                                              -   ;                                                                  -   ;Zerado;Sem meta|Estoque Zerado;OK;Compras;0 ;0 ;0;2;50,00%;                                               -   ;                            -   ;                                         -   ;2;                                 -   ;                                    -   ; Não ;                                           15 ;                                               -   
1 ;1|31033;31033;RAÇÃO QUATREE LIFE CÃES FILHOTES MÉDIOS E GRANDES FRANGO 15KG;ATIVO;ALIMENTAÇÃO;QUATREE;Yasmin;Não;Não;Não;OK;133,79 ;214,99 ;161,24 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0,00%;0,0%;0 ;0 ;0 ;0 ;0%;Sem meta;0% a 10%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;99900%;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0;0;0;99900%;Estoque Zerado;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;1 ;0 ;1;17;0;0;0;0;0;0;0;0;0;0;0;0;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;10;0;0;;;0;0;;;0 ;31033 - RAÇÃO QUATREE LIFE CÃES FILHOTES MÉDIOS E GRANDES FRANGO 15KG;                                                   0,01 ;                                                              -   ;                                                                  -   ;Zerado;Sem meta|Estoque Zerado;OK;Compras;0 ;0 ;0;2;50,00%;                                               -   ;                            -   ;                                         -   ;2;                                 -   ;                                    -   ; Não ;                                           15 ;                                               -   
1 ;1|33055;33055;S - RAÇÃO GOLDEN SPECIAL GATOS ADULTOS CASTRADOS FRANGO E CARNE LEVE 10KG PAGUE 9KG;SUSPENSO;ALIMENTAÇÃO;GOLDEN;Gelder;Não;Não;Não;OK;84,78 ;148,99 ;111,74 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0,00%;0,0%;0 ;0 ;0 ;0 ;0%;Sem meta;0% a 10%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;99900%;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0;0;0;99900%;Estoque Zerado;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;7;0;0;;;0;0;;;0 ;33055 - S - RAÇÃO GOLDEN SPECIAL GATOS ADULTOS CASTRADOS FRANGO E CARNE LEVE 10KG PAGUE 9KG;                                                   0,01 ;                                                              -   ;                                                                  -   ;Zerado;Sem meta|Estoque Zerado;OK;Compras;0 ;0 ;0;2;50,00%;                                               -   ;                            -   ;                                         -   ;2;                                 -   ;                                    -   ; Não ;                                           10 ;                                               -   
1 ;1|15983;15983;D - RAÇÃO ROYAL CANIN CANINE PUPPY MAXI 15KG;INATIVO;ALIMENTAÇÃO;ROYAL CANIN;Yasmin;Não;Não;Não;OK;265,97 ;0,00 ;0,00 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0,00%;0,0%;0 ;0 ;0 ;0 ;0%;Sem meta;0% a 10%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;99900%;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0;0;0;99900%;Estoque Zerado;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;4;0;0;;;0;0;;;0 ;15983 - D - RAÇÃO ROYAL CANIN CANINE PUPPY MAXI 15KG;                                                   0,01 ;                                                              -   ;                                                                  -   ;Zerado;Sem meta|Estoque Zerado;OK;Compras;0 ;0 ;0;2;50,00%;                                               -   ;                            -   ;                                         -   ;2;                                 -   ;                                    -   ; Não ;                                           15 ;                                               -   
1 ;1|32299;32299;RAÇÃO BIOFRESH CÃES ADULTOS GRANDES E GIGANTES LOMBO E ABACAXI 15KG;ATIVO;ALIMENTAÇÃO;BIOFRESH;Yasmin;Não;Não;Não;OK;272,15 ;474,99 ;356,24 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0,00%;0,0%;0 ;0 ;0 ;0 ;0%;Sem meta;0% a 10%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;99900%;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0;0;0;99900%;Estoque Zerado;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;4;0;0;;;0;0;;;0 ;32299 - RAÇÃO BIOFRESH CÃES ADULTOS GRANDES E GIGANTES LOMBO E ABACAXI 15KG;                                                   0,01 ;                                                              -   ;                                                                  -   ;Zerado;Sem meta|Estoque Zerado;OK;Compras;0 ;0 ;0;2;50,00%;                                               -   ;                            -   ;                                         -   ;2;                                 -   ;                                    -   ; Não ;                                           15 ;                                               -   
1 ;1|31404;31404;D - RAÇÃO MATILHA CÃES ADULTOS 15KG;INATIVO;ALIMENTAÇÃO;MATILHA;Yasmin;Não;Não;Não;OK;98,01 ;114,90 ;86,18 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0,00%;0,0%;0 ;0 ;0 ;0 ;0%;Sem meta;0% a 10%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;99900%;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0;0;0;99900%;Estoque Zerado;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0;0;0;;;0;0;;;0 ;31404 - D - RAÇÃO MATILHA CÃES ADULTOS 15KG;                                                   0,01 ;                                                              -   ;                                                                  -   ;Zerado;Sem meta|Estoque Zerado;OK;Compras;0 ;0 ;0;2;50,00%;                                               -   ;                            -   ;                                         -   ;2;                                 -   ;                                    -   ; Não ;                                           15 ;                                               -   
1 ;1|22400;22400;RAÇÃO HILLS PRESCRIPTION DIET C/D FELINO MULTICARE URINÁRIO 3,85KG;ATIVO;ALIMENTAÇÃO;HILLS;Gelder;Não;Não;Não;OK;244,52 ;399,99 ;299,99 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0,00%;0,0%;0 ;0 ;0 ;0 ;0%;Sem meta;0% a 10%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;99900%;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0;0;0;99900%;Estoque Zerado;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;3;0;0;;;0;0;;;0 ;22400 - RAÇÃO HILLS PRESCRIPTION DIET C/D FELINO MULTICARE URINÁRIO 3,85KG;                                                   0,01 ;                                                              -   ;                                                                  -   ;Zerado;Sem meta|Estoque Zerado;OK;Compras;0 ;0 ;0;2;50,00%;                                               -   ;                            -   ;                                         -   ;2;                                 -   ;                                    -   ; Não ;                                               4 ;                                               -   
1 ;1|13539;13539;D - PETISCO PETISCÃO ESÔFAGO ABERTO 80G;INATIVO;ALIMENTAÇÃO;PETISCÃO;Yasmin;Não;Não;Não;OK;7,56 ;0,00 ;0,00 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0,00%;0,0%;0 ;0 ;0 ;0 ;0%;Sem meta;0% a 10%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;99900%;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0;0;0;99900%;Estoque Zerado;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;13;0;0;;;0;0;;;0 ;13539 - D - PETISCO PETISCÃO ESÔFAGO ABERTO 80G;                                                   0,01 ;                                                              -   ;                                                                  -   ;Zerado;Sem meta|Estoque Zerado;OK;Compras;0 ;0 ;0;2;50,00%;                                               -   ;                            -   ;                                         -   ;2;                                 -   ;                                    -   ; Não ;                                               0 ;                                               -   
1 ;1|17909;17909;RAÇÃO PREMIER RAÇAS ESPECÍFICAS LABRADOR CÃES ADULTOS FRANGO 12KG;ATIVO;ALIMENTAÇÃO;PREMIER;Gelder;Não;Não;Não;OK;140,26 ;264,90 ;198,68 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0,00%;0,0%;0 ;0 ;0 ;0 ;0%;Sem meta;0% a 10%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;99900%;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0;0;0;99900%;Estoque Zerado;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;7;0;0;;;0;0;;;0 ;17909 - RAÇÃO PREMIER RAÇAS ESPECÍFICAS LABRADOR CÃES ADULTOS FRANGO 12KG;                                                   0,01 ;                                                              -   ;                                                                  -   ;Zerado;Sem meta|Estoque Zerado;OK;Compras;0 ;0 ;0;2;50,00%;                                               -   ;                            -   ;                                         -   ;2;                                 -   ;                                    -   ; Não ;                                           12 ;                                               -   
1 ;1|396;396;RAÇÃO CAT CHOW ADULTOS CARNE 10,1KG;ATIVO;ALIMENTAÇÃO;CAT CHOW;Yasmin;Não;Não;Não;OK;110,62 ;189,90 ;142,43 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0,00%;0,0%;0 ;0 ;0 ;0 ;0%;Sem meta;0% a 10%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;99900%;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0;0;0;99900%;Estoque Zerado;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;9 ;0 ;9;1;8;863;1.111;0;0;0;0;0;0;0;0;0;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;5;0;0;;;0;0;;;0 ;396 - RAÇÃO CAT CHOW ADULTOS CARNE 10,1KG;                                                   0,01 ;                                                              -   ;                                                                  -   ;Zerado;Sem meta|Estoque Zerado;OK;Compras;0 ;0 ;0;2;50,00%;                                               -   ;                            -   ;                                         -   ;2;                                 -   ;                                    -   ; Não ;                                           10 ;                                               -   
1 ;1|13571;13571;RAÇÃO SPECIAL CAT MIX ADULTOS 20KG;ATIVO;ALIMENTAÇÃO;SPECIAL DOG;Yasmin;Não;Não;Não;OK;164,64 ;283,99 ;212,99 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0,00%;0,0%;0 ;0 ;0 ;0 ;0%;Sem meta;0% a 10%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;99900%;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0;0;0;99900%;Estoque Zerado;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;4 ;0 ;4;45;0;0;0;0;0;0;0;0;0;0;0;0;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;11;0;0;;;0;0;;;0 ;13571 - RAÇÃO SPECIAL CAT MIX ADULTOS 20KG;                                                   0,01 ;                                                              -   ;                                                                  -   ;Zerado;Sem meta|Estoque Zerado;OK;Compras;0 ;0 ;0;2;50,00%;                                               -   ;                            -   ;                                         -   ;2;                                 -   ;                                    -   ; Não ;                                           20 ;                                               -   
1 ;1|1230;1230;RAÇÃO ROYAL CANIN CANINE ADULTOS MINI 1KG;ATIVO;ALIMENTAÇÃO;ROYAL CANIN;Yasmin;Não;Não;Não;OK;29,54 ;52,90 ;39,68 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0,00%;0,0%;0 ;0 ;0 ;0 ;0%;Sem meta;0% a 10%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;99900%;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0;0;0;99900%;Estoque Zerado;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;4;0;0;;;0;0;;;0 ;1230 - RAÇÃO ROYAL CANIN CANINE ADULTOS MINI 1KG;                                                   0,01 ;                                                              -   ;                                                                  -   ;Zerado;Sem meta|Estoque Zerado;OK;Compras;0 ;0 ;0;2;50,00%;                                               -   ;                            -   ;                                         -   ;2;                                 -   ;                                    -   ; Não ;                                               1 ;                                               -   
1 ;1|20359;20359;MACROGARD PET 30 COMPRIMIDOS;ATIVO;FARMÁCIA;AVERT;Gelder;Não;Não;Não;OK;66,89 ;166,99 ;125,24 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0,00%;0,0%;0 ;0 ;0 ;0 ;0%;Sem meta;0% a 10%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;99900%;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0;0;0;99900%;Estoque Zerado;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;11 ;2 ;13;6;7;448;839;0;0;0;0;0;0;0;0;0;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;7;0;0;;;2;134;16/06/2026;23/06/2026;0 ;20359 - MACROGARD PET 30 COMPRIMIDOS;                                                   0,01 ;                                                              -   ;                                                                  -   ;Zerado;Sem meta|Estoque Zerado;OK;Compras;0 ;0 ;0;2;50,00%;                                               -   ;                            -   ;                                         -   ;2;                                 -   ;                                    -   ; Não ;                                              -   ;                                               -   
1 ;1|31174;31174;RAÇÃO PREMIER FÓRMULA CÃES ADULTOS GRANDES SÊNIOR FRANGO 15KG;ATIVO;ALIMENTAÇÃO;PREMIER;Gelder;Não;Não;Não;OK;146,77 ;266,90 ;200,18 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0,00%;0,0%;0 ;0 ;0 ;0 ;0%;Sem meta;0% a 10%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;99900%;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0;0;0;99900%;Estoque Zerado;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;7;0;0;;;0;0;;;0 ;31174 - RAÇÃO PREMIER FÓRMULA CÃES ADULTOS GRANDES SÊNIOR FRANGO 15KG;                                                   0,01 ;                                                              -   ;                                                                  -   ;Zerado;Sem meta|Estoque Zerado;OK;Compras;0 ;0 ;0;2;50,00%;                                               -   ;                            -   ;                                         -   ;2;                                 -   ;                                    -   ; Não ;                                           15 ;                                               -   
1 ;1|15985;15985;D - RAÇÃO ROYAL CANIN CANINE PUPPY MEDIUM 15KG;SUSPENSO;ALIMENTAÇÃO;ROYAL CANIN;Yasmin;Não;Não;Não;OK;267,96 ;462,99 ;347,24 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0,00%;0,0%;0 ;0 ;0 ;0 ;0%;Sem meta;0% a 10%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;99900%;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0;0;0;99900%;Estoque Zerado;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;4;0;0;;;0;0;;;0 ;15985 - D - RAÇÃO ROYAL CANIN CANINE PUPPY MEDIUM 15KG;                                                   0,01 ;                                                              -   ;                                                                  -   ;Zerado;Sem meta|Estoque Zerado;OK;Compras;0 ;0 ;0;2;50,00%;                                               -   ;                            -   ;                                         -   ;2;                                 -   ;                                    -   ; Não ;                                           15 ;                                               -   
