Empresa;Empresa|Sku;Produto;Descrição;Status Compras;Categoria;Marca;Comprador;Pareto;Meta;Full;St.Oportunidades;Vlr. Custo ($);Vlr. Venda ($);Vlr Ticket ($);Acum Meta (Q);Acum Realizado (Q);Acum Meta ($);Acum Realizado (C$);Acum Realizado ($);CMV Total ($);Lucro Bruto ($);Impostos ($);Impostos (%);Margem  (%);Meta Atual (Q);Meta Atual (C$);Meta Atual ($);Meta - Realizado (Q);Meta %;Meta St.;Meta Ating St. ; Necess. (Q) Atual.;Necess. (C$) Atual.;Necess. ($) Atual.;Reprojeção (Q);Reprojeção (C$);Reprojeção ($);Necess. (Q) Atual Rep;Necess. (C$) Atual Rep;Necess. ($) Atual Rep;Reprojeção x Meta (Q); Desvio Abaixo ($); Desvio Acima ($);Reprojeção - Realizado (Q);Nivel Estoque Rep %;Nivel Estoque Rep % St.  ;Estoque L1 (Q);Estoque L1 (C$);Estoque L1 ($);Estoque Bling (Q);Estoque Blin Ajust. (Q);Estoque Bling (C$);Estoque Bling ($);Estoque Full (Q);Estoque Full (C$);Estoque Full ($);Estoque Total (Q);Estoque Mínimo (Q);Est. Total x Est. Mínimo (Q);Estoque Total (C$);Estoque Total ($);Estoque Meta (Q);Estoque Meta (C$);Estoque Meta ($);Nivel Estoque %;Nivel Estoque St.;Nivel Estoque St. %;Reprojeção x Estoque (Q);Reprojeção x Estoque (C$);Reprojeção x Estoque ($);Reprojeção x Estoque Nec. (Q);Reprojeção x Estoque Nec. (C$);Reprojeção x Estoque Nec. ($);Pedidos Pendentes (Q);Pedidos Pendentes (C$);Pedidos Pendentes ($);999 Estoque (Q);999 Ped. Pendente (Q);999 Estoque + Ped Pendente (Q);999 Demanda Lojas 30d (Q);999 Disponível (Q);999 Disponível (C$);999 Disponível ($);Estoque Total + Ped. Pendente (Q);Estoque Total + Ped. Pendente (C$);Estoque Total + Ped. Pendente ($);Estoque Futuro 1 (Q);Estoque Futuro 1  (C$);Estoque Futuro 1  ($);Estoque Meta Seg (Q);Estoque Meta Seg (C$);Estoque Meta Seg ($);Meta Seguinte (Q) ;Meta Seguinte (C$) ;Meta Seguinte ($) ;Meta Seg. Nec (Q);Meta Seg. Nec (C$);Meta Seg. Nec ($);Estoque Futuro 2 (Q);Estoque Futuro 2 (C$);Estoque Futuro 2 ($);Leadtime Médio (Dias);Ped. Pendente [Dig] (Q);Ped. Pendente [Dig] ($);Data Pedido [Dig];Previsão Entrega [Dig];Ped. Pendente [999] (Q);Ped. Pendente [999] (C$);Data Pedido [999];Previsão Entrega [999];Faturado XML Central (Q);Sku + Descrição;Calc. Venda diária;Calc. Dias Estoque;Calc. Estoque Atual.;Calc. St Dias Estoque;Calc. Status Meta x Status Estoque;Calc. Validar Saúde;Calc. Formatado;Calc. Estoque T.  Produto;Calc. Total meta;Calc. Valid;Calc. Validar;Prop % 1_15;Compras >15; Est1 ; Valid Nec ;Calc; Valid2 ;Fut s/full;Exportar;Peso Liq Unit;Ação Shopee
1 ;1|34862;34862;SUPLEMENTO INOVET PARA CÃES RENAVAST 1000MG;ATIVO;FARMÁCIA;INOVET;Gelder;Não;Não;Não;OK;423,73 ;999,99 ;617,89 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0,00%;0,0%;0 ;0 ;0 ;0 ;0%;Sem meta;0% a 10%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;99900%;Acima de 100%;18 ;7.627 ;11.122 ;18 ;18 ;7.627 ;11.122 ;0 ;0 ;0 ;18 ;0 ;9 ;7.627 ;11.122 ;0;0;0;99900%;Meta Cumprida;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;8 ;0 ;8;2;7;2.754;4.016;18;7.627;11.122;18;7.627;11.122;0;0;0;0 ;0 ;0 ;0 ;0 ;0 ;18 ;7.627 ;11.122 ;12;0;0;;;0;0;;;0 ;34862 - SUPLEMENTO INOVET PARA CÃES RENAVAST 1000MG;                                                   0,01 ;                                                  1.800 ;                                                               18 ;Com excesso;Sem meta|Meta Cumprida;OK;OK;18 ;19 ;1;1;50,00%;                                               -   ;                            -   ;                                         -   ;2;                                 -   ;                                 18 ; Não ;                                              -   ;                                               -   
1 ;1|34113;34113;ANTIPULGAS BANNI CÃES ATÉ 5KG 0,32ML;ATIVO;FARMÁCIA;OUROFINO;Gelder;Não;Sim;Não;Vendas Crítico;26,51 ;62,99 ;58,96 ;17 ;0 ;1.002 ;0 ;0 ;0 ;0 ;0 ;0,00%;0,0%;30 ;795 ;1.315 ;30 ;0%;Sem venda;0% a 10%;3 ;80 ;177 ;0 ;0 ;0 ;0 ;0 ;0 ;-17 ;-1.002 ;0 ;0 ;99900%;Acima de 100%;22 ;583 ;1.297 ;22 ;22 ;583 ;1.297 ;0 ;0 ;0 ;22 ;14 ;0 ;583 ;1.297 ;22;583;1.297;99900%;Estoque até 75%;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;5 ;133 ;295 ;1 ;0 ;1;0;1;19;41;27;716;1.592;0;0;0;0;0;0;10 ;265 ;590 ;10 ;265 ;590 ;0 ;0 ;0 ;6;5;295;03/06/2026;09/06/2026;0;0;;;0 ;34113 - ANTIPULGAS BANNI CÃES ATÉ 5KG 0,32ML;                                                   0,01 ;                                                  2.200 ;                                                               22 ;Com excesso;Sem venda|Estoque até 75%;Vendas Crítico;Vendas Crítico;22 ;30 ;2;1;68,00%;                                                5 ;                            -   ;                                         -   ;2;                              14 ;                                    -   ; Sim ;                                               0 ;                                               -   
1 ;1|95;95;AMINOMIX PET 100G;ATIVO;FARMÁCIA;VETNIL;Gelder;Não;Sim;Não;Vendas Crítico;21,62 ;41,50 ;39,87 ;17 ;3 ;678 ;65 ;120 ;65 ;35 ;19 ;16,19%;35,3%;30 ;649 ;1.221 ;27 ;10%;Meta 25%;10% a 20%;11 ;238 ;439 ;5 ;114 ;211 ;0 ;0 ;0 ;-14 ;-558 ;0 ;2 ;697%;Acima de 100%;16 ;346 ;638 ;16 ;16 ;346 ;638 ;0 ;0 ;0 ;16 ;15 ;0 ;346 ;638 ;16;346;638;697%;Estoque até 75%;Acima de 100%;5 ;114 ;211 ;0 ;0 ;0 ;0 ;0 ;0 ;3 ;0 ;3;0;3;65;120;16;346;638;0;0;0;0;0;0;10 ;216 ;399 ;10 ;216 ;399 ;0 ;0 ;0 ;8;0;0;;;0;0;;;0 ;95 - AMINOMIX PET 100G;                                                   0,18 ;                                                           91 ;                                                               16 ;Com excesso;Meta 25%|Estoque até 75%;Vendas Crítico;Vendas Crítico;14 ;27 ;2;1;62,86%;                                            10 ;                            -   ;                                         -   ;2;                              15 ;                                    -   ; Sim ;                                               0 ;                                               -   
1 ;1|35261;35261;SIMPARIC TRIO 24MG 10KG A 20KG 1 COMPRIMIDO;ATIVO;FARMÁCIA;ZOETIS;Gelder;Não;Sim;Não;Vendas Crítico;58,36 ;144,90 ;140,03 ;17 ;1 ;2.381 ;58 ;140 ;58 ;56 ;25 ;18,00%;49,2%;30 ;1.751 ;4.201 ;29 ;3%;Meta 25%;0% a 10%;11 ;642 ;1.540 ;2 ;103 ;247 ;0 ;0 ;0 ;-16 ;-2.240 ;0 ;1 ;2354%;Acima de 100%;18 ;1.050 ;2.521 ;18 ;18 ;1.050 ;2.521 ;0 ;0 ;0 ;18 ;14 ;0 ;1.050 ;2.521 ;18;1.050;2.521;2354%;Estoque até 75%;Acima de 100%;2 ;103 ;247 ;0 ;0 ;0 ;0 ;0 ;0 ;18 ;20 ;38;12;26;1.517;3.641;18;1.050;2.521;0;0;0;0;0;0;10 ;584 ;1.400 ;10 ;584 ;1.400 ;0 ;0 ;0 ;7;0;0;;;20;1.167;09/06/2026;16/06/2026;0 ;35261 - SIMPARIC TRIO 24MG 10KG A 20KG 1 COMPRIMIDO;                                                   0,06 ;                                                       306 ;                                                               18 ;Com excesso;Meta 25%|Estoque até 75%;Vendas Crítico;Vendas Crítico;17 ;29 ;2;1;54,55%;                                               -   ;                            -   ;                                         -   ;2;                              14 ;                                    -   ; Sim ;                                              -   ;                                35.261 
1 ;1|17305;17305;RAÇÃO ROYAL CANIN CANINE PUPPY MEDIUM 2,5KG;ATIVO;ALIMENTAÇÃO;ROYAL CANIN;Yasmin;Não;Sim;Não;Vendas Crítico;57,06 ;99,90 ;100,70 ;11 ;2 ;1.141 ;114 ;201 ;114 ;63 ;24 ;11,83%;35,7%;20 ;1.141 ;2.090 ;18 ;10%;Meta 25%;10% a 20%;6 ;342 ;604 ;4 ;201 ;355 ;0 ;0 ;0 ;-9 ;-940 ;0 ;2 ;785%;Acima de 100%;12 ;685 ;1.208 ;12 ;12 ;685 ;1.208 ;0 ;0 ;0 ;12 ;9 ;0 ;685 ;1.208 ;12;685;1.208;785%;Estoque até 75%;Acima de 100%;4 ;201 ;355 ;0 ;0 ;0 ;0 ;0 ;0 ;5 ;0 ;5;9;0;0;0;12;685;1.208;0;0;0;0;0;0;10 ;571 ;1.007 ;10 ;571 ;1.007 ;0 ;0 ;0 ;4;0;0;;;0;0;;;0 ;17305 - RAÇÃO ROYAL CANIN CANINE PUPPY MEDIUM 2,5KG;                                                   0,12 ;                                                       102 ;                                                               12 ;Com excesso;Meta 25%|Estoque até 75%;Vendas Crítico;Vendas Crítico;10 ;18 ;2;1;58,82%;                                                7 ;                            -   ;                                         -   ;2;                                 9 ;                                    -   ; Sim ;                                               3 ;                                               -   
1 ;1|1710;1710;SHAMPOO SANOL DOG PELE SENSÍVEL 500ML;ATIVO;HIGIENE E LIMPEZA;SANOL DOG;Yasmin;Não;Sim;Não;Vendas Crítico;17,25 ;33,90 ;31,90 ;11 ;4 ;362 ;69 ;128 ;69 ;31 ;27 ;21,43%;31,2%;20 ;345 ;659 ;16 ;20%;Meta 25%;20% a 30%;4 ;69 ;128 ;7 ;122 ;225 ;0 ;0 ;0 ;-7 ;-234 ;0 ;3 ;392%;Acima de 100%;12 ;207 ;383 ;12 ;12 ;207 ;383 ;0 ;0 ;0 ;12 ;14 ;2 ;207 ;383 ;12;207;383;392%;Estoque até 75%;Acima de 100%;7 ;122 ;225 ;0 ;0 ;0 ;0 ;0 ;0 ;14 ;0 ;14;10;4;76;140;12;207;383;0;0;0;0;0;0;10 ;173 ;319 ;10 ;173 ;319 ;0 ;0 ;0 ;18;0;0;;;0;0;;;0 ;1710 - SHAMPOO SANOL DOG PELE SENSÍVEL 500ML;                                                   0,24 ;                                                           51 ;                                                               12 ;Com excesso;Meta 25%|Estoque até 75%;Vendas Crítico;Vendas Crítico;9 ;16 ;2;1;41,67%;                                               -   ;                            -   ;                                         -   ;2;                              14 ;                                    -   ; Sim ;                                              -   ;                                               -   
1 ;1|32146;32146;BIFINHO MASKOTINHO FRANGO 50G;ATIVO;ALIMENTAÇÃO;MASKOTINHO;Yasmin;Não;Sim;Não;Vendas Crítico;1,06 ;3,99 ;4,85 ;11 ;4 ;55 ;4 ;19 ;4 ;12 ;3 ;15,72%;74,2%;20 ;21 ;97 ;16 ;20%;Meta 25%;20% a 30%;2 ;2 ;10 ;7 ;7 ;34 ;0 ;0 ;0 ;-7 ;-36 ;0 ;3 ;458%;Acima de 100%;14 ;15 ;68 ;14 ;14 ;15 ;68 ;0 ;0 ;0 ;14 ;11 ;0 ;15 ;68 ;14;15;68;458%;Estoque maior 75%;Acima de 100%;7 ;7 ;34 ;0 ;0 ;0 ;0 ;0 ;0 ;33 ;0 ;33;52;0;0;0;14;15;68;0;0;0;0;0;0;10 ;11 ;49 ;10 ;11 ;49 ;0 ;0 ;0 ;11;0;0;;;0;0;;;0 ;32146 - BIFINHO MASKOTINHO FRANGO 50G;                                                   0,24 ;                                                           60 ;                                                               14 ;Com excesso;Meta 25%|Estoque maior 75%;Vendas Crítico;Vendas Crítico;11 ;16 ;2;1;50,00%;                                               -   ;                            -   ;                                         -   ;2;                              11 ;                                    -   ; Sim ;                                               0 ;                                               -   
995 ;995|18671;18671;FRALDA DESCARTÁVEL SUPER SECÃO FÊMEA PETIX 12 UNIDADES P;ATIVO;HIGIENE E LIMPEZA;SUPERSECÃO;Yasmin;Não;Não;Sim;Compras;17,39 ;40,99 ;34,11 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0,00%;0,0%;0 ;0 ;0 ;0 ;0%;Sem meta;0% a 10%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;99900%;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0;0;0;99900%;Estoque Zerado;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;12;0;0;;;0;0;;;0 ;18671 - FRALDA DESCARTÁVEL SUPER SECÃO FÊMEA PETIX 12 UNIDADES P;                                                   0,01 ;                                                              -   ;                                                                  -   ;Zerado;Sem meta|Estoque Zerado;Compras;Compras;58 ;79 ;2;2;30,00%;                                               -   ;                            -   ;                                      58 ;2;                                 -   ;                                    -   ; Não ;                                               0 ;                                               -   
1 ;1|102;102;APOQUEL 5,4MG 20 COMPRIMIDOS;ATIVO;FARMÁCIA;ZOETIS;Gelder;Sim;Sim;Não;Vendas Crítico;112,81 ;211,99 ;175,15 ;130 ;14 ;22.828 ;1.579 ;2.452 ;1.579 ;574 ;299 ;12,20%;26,6%;230 ;25.946 ;38.440 ;216 ;6%;Meta 25%;0% a 10%;202 ;22.788 ;35.380 ;25 ;2.787 ;4.327 ;0 ;0 ;0 ;-116 ;-20.376 ;0 ;11 ;131%;Acima de 100%;14 ;1.579 ;2.452 ;14 ;14 ;1.579 ;2.452 ;0 ;0 ;0 ;14 ;117 ;130 ;1.579 ;2.452 ;14;1.579;2.452;131%;Estoque até 25%;Acima de 100%;25 ;2.787 ;4.327 ;0 ;0 ;0 ;0 ;0 ;0 ;88 ;0 ;88;428;0;0;0;14;1.579;2.452;0;0;0;0;0;0;127 ;14.327 ;22.244 ;127 ;14.327 ;22.244 ;0 ;0 ;0 ;7;0;0;;;0;0;;;0 ;102 - APOQUEL 5,4MG 20 COMPRIMIDOS;                                                   0,82 ;                                                           17 ;                                                               14 ;Sem Excesso;Meta 25%|Estoque até 25%;Vendas Crítico;Vendas Crítico;3 ;325 ;2;1;59,52%;                                         572 ;                            -   ;                                         -   ;2;                          117 ;                                    -   ; Sim ;                                              -   ;                                        102 
995 ;995|14174;14174;APOQUEL 16MG 20 COMPRIMIDOS;ATIVO;FARMÁCIA;ZOETIS;Gelder;Sim;Sim;Sim;Vendas Crítico;227,70 ;422,97 ;386,42 ;28 ;7 ;10.949 ;1.594 ;2.705 ;1.594 ;740 ;371 ;13,72%;31,7%;50 ;11.385 ;19.484 ;43 ;14%;Meta 25%;10% a 20%;32 ;7.286 ;12.365 ;12 ;2.813 ;4.773 ;0 ;0 ;0 ;-21 ;-8.244 ;0 ;5 ;205%;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;11 ;2.505 ;4.251 ;11 ;23 ;12 ;2.505 ;4.251 ;11;2.505;4.251;205%;Estoque até 50%;Acima de 100%;12 ;2.813 ;4.773 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0;0;0;0;0;11;2.505;4.251;0;0;0;0;0;0;10 ;2.277 ;3.864 ;10 ;2.277 ;3.864 ;0 ;0 ;0 ;7;0;0;;;0;0;;;0 ;14174 - APOQUEL 16MG 20 COMPRIMIDOS;                                                   0,41 ;                                                           27 ;                                                               11 ;Sem Excesso;Meta 25%|Estoque até 50%;Vendas Crítico;Vendas Crítico;149 ;471 ;2;1;50,00%;                                               -   ;                            -   ;                                  197 ;2;                              23 ;                                    -   ; Sim ;                                              -   ;                                14.174 
1 ;1|1983;1983;CABEÇA DE FÊMUR DEFUMADO PETISCÃO 1 UNIDADE;ATIVO;ALIMENTAÇÃO;PETISCÃO;Yasmin;Não;Sim;Não;Vendas Crítico;9,01 ;12,99 ;16,98 ;11 ;0 ;192 ;0 ;0 ;0 ;0 ;0 ;0,00%;0,0%;20 ;180 ;272 ;20 ;0%;Sem venda;0% a 10%;10 ;90 ;170 ;0 ;0 ;0 ;0 ;0 ;0 ;-11 ;-192 ;0 ;0 ;99900%;Acima de 100%;10 ;90 ;170 ;10 ;10 ;90 ;170 ;0 ;0 ;0 ;10 ;12 ;2 ;90 ;170 ;10;90;170;99900%;Estoque até 50%;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;229 ;0 ;229;92;137;1.236;2.330;10;90;170;0;0;0;0;0;0;10 ;90 ;170 ;10 ;90 ;170 ;0 ;0 ;0 ;13;0;0;;;0;0;;;0 ;1983 - CABEÇA DE FÊMUR DEFUMADO PETISCÃO 1 UNIDADE;                                                   0,01 ;                                                  1.000 ;                                                               10 ;Com excesso;Sem venda|Estoque até 50%;Vendas Crítico;Vendas Crítico;10 ;20 ;2;1;77,78%;                                            40 ;                            -   ;                                         -   ;2;                              12 ;                                    -   ; Sim ;                                               0 ;                                               -   
1 ;1|31295;31295;RAÇÃO SPECIAL CAT ULTRALIFE FILHOTES SALMÃO 1KG;ATIVO;ALIMENTAÇÃO;SPECIAL DOG;Yasmin;Não;Sim;Não;Vendas;15,79 ;29,99 ;33,50 ;6 ;4 ;190 ;63 ;134 ;63 ;71 ;0 ;0,00%;52,9%;10 ;158 ;313 ;6 ;40%;Meta 50%;40% a 50%;0 ;0 ;0 ;7 ;111 ;236 ;0 ;0 ;0 ;-2 ;-56 ;0 ;3 ;458%;Acima de 100%;14 ;221 ;469 ;14 ;14 ;221 ;469 ;0 ;0 ;0 ;14 ;7 ;0 ;221 ;469 ;6;95;201;458%;Estoque maior que 100%;Acima de 100%;7 ;111 ;236 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0;29;0;0;0;14;221;469;8;126;268;8;126;268;10 ;158 ;335 ;2 ;32 ;67 ;0 ;0 ;0 ;11;0;0;;;0;0;;;0 ;31295 - RAÇÃO SPECIAL CAT ULTRALIFE FILHOTES SALMÃO 1KG;                                                   0,24 ;                                                           60 ;                                                               14 ;Com excesso;Meta 50%|Estoque maior que 100%;Vendas;Vendas;11 ;6 ;1;1;59,09%;                                                8 ;                            -   ;                                         -   ;2;                                 -   ;                                     8 ; Sim ;                                               1 ;                                               -   
1 ;1|1217;1217;RAÇÃO ROYAL CANIN CANINE ADULTOS MEDIUM DERMACOMFORT 10,1KG;ATIVO;ALIMENTAÇÃO;ROYAL CANIN;Yasmin;Não;Sim;Não;Vendas + Compras;191,82 ;319,90 ;268,60 ;6 ;0 ;1.522 ;0 ;0 ;0 ;0 ;0 ;0,00%;0,0%;10 ;1.918 ;3.160 ;10 ;0%;Sem venda;0% a 10%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;-6 ;-1.522 ;0 ;0 ;99900%;Acima de 100%;16 ;3.069 ;4.298 ;16 ;16 ;3.069 ;4.298 ;0 ;0 ;0 ;16 ;5 ;0 ;3.069 ;4.298 ;10;1.918;2.686;99900%;Estoque maior que 100%;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;2 ;0 ;2;1;1;153;215;16;3.069;4.298;6;1.151;1.612;6;1.151;1.612;10 ;1.918 ;2.686 ;4 ;767 ;1.074 ;0 ;0 ;0 ;4;0;0;;;0;0;;;0 ;1217 - RAÇÃO ROYAL CANIN CANINE ADULTOS MEDIUM DERMACOMFORT 10,1KG;                                                   0,01 ;                                                  1.600 ;                                                               16 ;Com excesso;Sem venda|Estoque maior que 100%;Vendas + Compras;Vendas + Compras;16 ;10 ;1;1;40,00%;                                               -   ;                            -   ;                                         -   ;2;                                 -   ;                                     6 ; Sim ;                                           10 ;                                               -   
1 ;1|1489;1489;RAÇÃO PREMIER FÓRMULA CÃES ADULTOS PEQUENOS FRANGO 15KG;ATIVO;ALIMENTAÇÃO;PREMIER;Gelder;Sim;Sim;Não;Compras;145,51 ;207,89 ;197,67 ;40 ;65 ;7.841 ;9.458 ;12.849 ;9.458 ;1.711 ;1.680 ;13,07%;15,3%;70 ;10.186 ;14.381 ;5 ;93%;Meta acima 75%;90% a 100%;5 ;728 ;988 ;115 ;16.691 ;22.674 ;50 ;7.233 ;9.825 ;25 ;0 ;5.008 ;50 ;0%;0% a 10%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;39 ;39 ;0 ;0 ;0;0;0;0%;Estoque Zerado;0% a 10%;65 ;9.458 ;12.849 ;50 ;7.233 ;9.825 ;0 ;0 ;0 ;0 ;0 ;0;82;0;0;0;0;0;0;0;0;0;0;0;0;64 ;9.313 ;12.651 ;64 ;9.313 ;12.651 ;0 ;0 ;0 ;7;0;0;;;0;0;;;0 ;1489 - RAÇÃO PREMIER FÓRMULA CÃES ADULTOS PEQUENOS FRANGO 15KG;                                                   3,82 ;                                                              -   ;                                                                  -   ;Zerado;Meta acima 75%|Estoque Zerado;Compras;Compras;-50 ;5 ;2;2;75,20%;                                            81 ;                            -   ;                                         -   ;2;                              39 ;                                    -   ; Sim ;                                           15 ;                                   1.489 
1 ;1|18173;18173;RAÇÃO ROYAL CANIN VETERINARY CANINE URINARY SMALL DOG 7,5KG;ATIVO;ALIMENTAÇÃO;ROYAL CANIN;Yasmin;Não;Sim;Não;Vendas;264,23 ;457,90 ;414,90 ;11 ;5 ;4.702 ;1.321 ;2.075 ;1.321 ;485 ;269 ;12,95%;26,8%;20 ;5.285 ;7.943 ;15 ;25%;Meta 50%;20% a 30%;3 ;793 ;1.245 ;9 ;2.331 ;3.661 ;0 ;0 ;0 ;-6 ;-2.628 ;0 ;4 ;314%;Acima de 100%;12 ;3.171 ;4.979 ;12 ;12 ;3.171 ;4.979 ;0 ;0 ;0 ;12 ;9 ;0 ;3.171 ;4.979 ;12;3.171;4.979;314%;Estoque maior 75%;Acima de 100%;9 ;2.331 ;3.661 ;0 ;0 ;0 ;0 ;0 ;0 ;8 ;0 ;8;9;0;0;0;12;3.171;4.979;0;0;0;0;0;0;10 ;2.642 ;4.149 ;10 ;2.642 ;4.149 ;0 ;0 ;0 ;4;0;0;;;0;0;;;0 ;18173 - RAÇÃO ROYAL CANIN VETERINARY CANINE URINARY SMALL DOG 7,5KG;                                                   0,29 ;                                                           41 ;                                                               12 ;Sem Excesso;Meta 50%|Estoque maior 75%;Vendas;Vendas;8 ;15 ;2;1;84,78%;                                            15 ;                            -   ;                                         -   ;2;                                 9 ;                                    -   ; Sim ;                                               8 ;                                               -   
1 ;1|17582;17582;RAÇÃO PREMIER FÓRMULA CÃES FILHOTES MÉDIOS FRANGO 20KG;ATIVO;ALIMENTAÇÃO;PREMIER;Gelder;Não;Sim;Não;Compras;201,90 ;369,90 ;337,20 ;11 ;17 ;3.822 ;3.432 ;5.732 ;3.432 ;1.448 ;852 ;14,86%;29,7%;20 ;4.038 ;6.564 ;3 ;85%;Meta acima 75%;80% a 90%;3 ;606 ;1.012 ;30 ;6.057 ;10.116 ;13 ;2.625 ;4.384 ;6 ;0 ;1.911 ;13 ;0%;0% a 10%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;11 ;11 ;0 ;0 ;0;0;0;0%;Estoque Zerado;0% a 10%;17 ;3.432 ;5.732 ;13 ;2.625 ;4.384 ;0 ;0 ;0 ;0 ;0 ;0;11;0;0;0;0;0;0;0;0;0;0;0;0;16 ;3.230 ;5.395 ;16 ;3.230 ;5.395 ;0 ;0 ;0 ;7;0;0;;;0;0;;;0 ;17582 - RAÇÃO PREMIER FÓRMULA CÃES FILHOTES MÉDIOS FRANGO 20KG;                                                   1,00 ;                                                              -   ;                                                                  -   ;Zerado;Meta acima 75%|Estoque Zerado;Compras;Compras;-13 ;3 ;2;2;59,32%;                                            13 ;                            -   ;                                         -   ;2;                              11 ;                                    -   ; Sim ;                                           20 ;                                               -   
1 ;1|1301;1301;RAÇÃO ORIGENS CÃES FILHOTES MÍNIS E PEQUENOS FRANGO E CEREAIS 1KG;ATIVO;ALIMENTAÇÃO;ORIGENS;Yasmin;Não;Sim;Não;Vendas + Compras;12,56 ;24,90 ;21,76 ;6 ;1 ;123 ;13 ;22 ;13 ;6 ;3 ;15,56%;31,6%;10 ;126 ;218 ;9 ;10%;Meta 25%;10% a 20%;0 ;0 ;0 ;2 ;22 ;38 ;0 ;0 ;0 ;-5 ;-102 ;0 ;1 ;1438%;Acima de 100%;11 ;138 ;239 ;11 ;11 ;138 ;239 ;0 ;0 ;0 ;11 ;7 ;0 ;138 ;239 ;9;113;196;1438%;Estoque maior que 100%;Acima de 100%;2 ;22 ;38 ;0 ;0 ;0 ;0 ;0 ;0 ;8 ;0 ;8;19;0;0;0;11;138;239;2;25;44;2;25;44;10 ;126 ;218 ;8 ;100 ;174 ;0 ;0 ;0 ;10;0;0;;;0;0;;;0 ;1301 - RAÇÃO ORIGENS CÃES FILHOTES MÍNIS E PEQUENOS FRANGO E CEREAIS 1KG;                                                   0,06 ;                                                       187 ;                                                               11 ;Com excesso;Meta 25%|Estoque maior que 100%;Vendas + Compras;Vendas + Compras;10 ;9 ;1;1;75,00%;                                               -   ;                            -   ;                                         -   ;2;                                 5 ;                                     2 ; Sim ;                                               1 ;                                               -   
1 ;1|17576;17576;RAÇÃO PREMIER RAÇAS ESPECÍFICAS BULLDOG FRANCÊS CÃES ADULTOS FRANGO 7,5KG;ATIVO;ALIMENTAÇÃO;PREMIER;Gelder;Não;Sim;Não;OK;127,18 ;232,90 ;215,70 ;11 ;16 ;2.445 ;2.035 ;3.451 ;2.035 ;888 ;528 ;15,30%;30,4%;20 ;2.544 ;4.252 ;4 ;80%;Meta acima 75%;80% a 90%;2 ;254 ;431 ;28 ;3.591 ;6.090 ;10 ;1.302 ;2.208 ;5 ;0 ;1.007 ;12 ;16%;10% a 20%;2 ;254 ;431 ;2 ;2 ;254 ;431 ;0 ;0 ;0 ;2 ;10 ;8 ;254 ;431 ;2;254;431;16%;Estoque até 50%;10% a 20%;18 ;2.289 ;3.883 ;10 ;1.302 ;2.208 ;0 ;0 ;0 ;0 ;0 ;0;7;0;0;0;2;254;431;0;0;0;0;0;0;10 ;1.272 ;2.157 ;10 ;1.272 ;2.157 ;0 ;0 ;0 ;7;0;0;;;0;0;;;0 ;17576 - RAÇÃO PREMIER RAÇAS ESPECÍFICAS BULLDOG FRANCÊS CÃES ADULTOS FRANGO 7,5KG;                                                   0,94 ;                                                              2 ;                                                                  2 ;Sem Excesso;Meta acima 75%|Estoque até 50%;OK;OK;-10 ;4 ;2;1;90,32%;                                                4 ;                            -   ;                                         -   ;2;                              10 ;                                    -   ; Sim ;                                               8 ;                                               -   
